G1,G2,jaccard_coef
COL11A1,COL19A1,0.42857142857142855
COL11A1,COL6A3,0.1111111111111111
COL11A1,COL4A4,0.35294117647058826
COL11A1,COL6A6,0.24074074074074073
COL11A1,COL15A1,0.3584905660377358
COL11A1,COL3A1,0.30158730158730157
COL11A1,COL4A1,0.43548387096774194
COL11A1,COL4A3,0.4262295081967213
COL11A1,COL6A5,0.14545454545454545
COL11A1,COL4A2,0.3225806451612903
COL11A1,COL11A1,1
